296,29.50
mixamorig:RightHand\JointController\antTorqueX,mixamorig:RightHand\JointController\antTorqueY,mixamorig:RightHand\JointController\antTorqueZ,mixamorig:RightForeArm\JointController\antTorqueX,mixamorig:RightForeArm\JointController\antTorqueY,mixamorig:RightForeArm\JointController\antTorqueZ,mixamorig:RightArm\JointController\antTorqueX,mixamorig:RightArm\JointController\antTorqueY,mixamorig:RightArm\JointController\antTorqueZ,mixamorig:LeftHand\JointController\antTorqueX,mixamorig:LeftHand\JointController\antTorqueY,mixamorig:LeftHand\JointController\antTorqueZ,mixamorig:LeftForeArm\JointController\antTorqueX,mixamorig:LeftForeArm\JointController\antTorqueY,mixamorig:LeftForeArm\JointController\antTorqueZ,mixamorig:LeftArm\JointController\antTorqueX,mixamorig:LeftArm\JointController\antTorqueY,mixamorig:LeftArm\JointController\antTorqueZ,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierLeft,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierRight
0.79,-0.23,-0.10,1.00,1.08,9.69,8.77,-0.70,1.00,-1.08,0.03,-0.57,-0.71,-0.62,10.86,-7.93,1.17,3.47,0.05,0.05
0.77,-0.23,-0.09,0.83,1.07,9.71,8.61,-0.71,0.92,-1.09,0.03,-0.57,-0.65,-0.62,10.83,-7.83,1.14,3.44,0.05,0.05
0.74,-0.23,-0.09,0.72,1.05,9.75,8.47,-0.74,0.87,-1.08,0.03,-0.56,-0.61,-0.61,10.79,-7.78,1.10,3.41,0.05,0.05
0.70,-0.22,-0.09,0.62,1.04,9.77,8.37,-0.75,0.87,-1.08,0.04,-0.55,-0.58,-0.61,10.75,-7.74,1.06,3.38,0.05,0.05
0.67,-0.22,-0.09,0.57,1.03,9.79,8.29,-0.75,0.90,-1.08,0.04,-0.55,-0.56,-0.60,10.71,-7.70,1.03,3.36,0.05,0.05
0.63,-0.21,-0.10,0.52,1.01,9.83,8.20,-0.77,0.93,-1.07,0.04,-0.53,-0.54,-0.60,10.69,-7.68,0.99,3.33,0.05,0.05
0.59,-0.21,-0.11,0.50,1.00,9.88,8.11,-0.80,0.91,-1.07,0.04,-0.52,-0.53,-0.59,10.67,-7.67,0.97,3.31,0.05,0.05
0.56,-0.20,-0.11,0.46,0.99,9.91,8.03,-0.82,0.90,-1.06,0.04,-0.50,-0.51,-0.59,10.66,-7.65,0.95,3.28,0.05,0.05
0.53,-0.20,-0.11,0.42,0.98,9.95,7.96,-0.83,0.91,-1.05,0.04,-0.48,-0.51,-0.59,10.66,-7.64,0.93,3.25,0.05,0.05
0.50,-0.20,-0.11,0.38,0.97,9.98,7.90,-0.84,0.91,-1.04,0.05,-0.46,-0.50,-0.58,10.65,-7.62,0.91,3.22,0.05,0.05
0.47,-0.19,-0.11,0.36,0.95,10.02,7.86,-0.85,0.88,-1.03,0.05,-0.44,-0.49,-0.58,10.64,-7.60,0.89,3.19,0.05,0.05
0.44,-0.19,-0.11,0.32,0.94,10.04,7.82,-0.85,0.84,-1.03,0.05,-0.42,-0.48,-0.57,10.62,-7.58,0.87,3.16,0.05,0.05
0.41,-0.19,-0.11,0.29,0.92,10.07,7.79,-0.85,0.76,-1.02,0.05,-0.40,-0.46,-0.56,10.61,-7.56,0.85,3.13,0.05,0.05
0.38,-0.18,-0.12,0.27,0.91,10.10,7.77,-0.86,0.67,-1.01,0.05,-0.38,-0.44,-0.56,10.60,-7.54,0.82,3.09,0.05,0.05
0.35,-0.18,-0.12,0.21,0.89,10.13,7.76,-0.85,0.54,-1.00,0.06,-0.37,-0.42,-0.55,10.59,-7.50,0.80,3.05,0.05,0.05
0.33,-0.18,-0.12,0.10,0.88,10.17,7.78,-0.85,0.43,-1.00,0.06,-0.36,-0.40,-0.55,10.58,-7.44,0.79,3.02,0.05,0.05
0.30,-0.17,-0.12,0.03,0.87,10.17,7.81,-0.84,0.35,-0.99,0.06,-0.34,-0.38,-0.54,10.57,-7.40,0.78,2.99,0.05,0.05
0.28,-0.17,-0.14,0.08,0.87,9.88,7.75,-0.88,0.25,-0.98,0.06,-0.33,-0.36,-0.54,10.55,-7.37,0.75,2.96,0.05,0.05
0.26,-0.16,-0.17,-0.30,0.87,9.92,7.71,-0.98,0.06,-0.96,0.06,-0.30,-0.32,-0.53,10.51,-7.38,0.66,2.92,0.05,0.05
0.21,-0.15,-0.20,-0.68,0.87,9.96,7.75,-1.10,-0.07,-0.94,0.06,-0.26,-0.30,-0.52,10.47,-7.41,0.61,2.88,0.05,0.05
0.31,-0.11,0.05,-3.90,0.87,9.92,8.11,-0.66,0.48,-0.91,0.05,-0.19,0.30,-0.49,10.50,-7.09,0.41,2.54,0.05,0.05
0.18,-0.18,-0.03,-0.66,0.79,9.94,7.56,-0.53,0.32,-0.91,0.06,-0.15,-0.08,-0.49,10.49,-6.93,0.37,2.43,0.05,0.05
0.17,-0.17,-0.07,-0.99,0.77,9.73,7.18,-0.49,0.37,-0.89,0.06,-0.10,-0.05,-0.48,10.52,-6.93,0.31,2.33,0.05,0.05
0.13,-0.17,-0.10,-1.03,0.75,9.69,7.16,-0.46,0.40,-0.88,0.06,-0.07,0.02,-0.47,10.58,-6.88,0.31,2.28,0.05,0.05
0.08,-0.16,-0.11,-1.12,0.73,9.84,7.23,-0.42,0.47,-0.84,0.06,-0.05,0.03,-0.47,10.71,-6.82,0.38,2.24,0.05,0.05
0.04,-0.16,-0.11,-1.07,0.71,9.77,7.24,-0.40,0.46,-0.80,0.06,-0.02,0.05,-0.46,10.75,-6.77,0.41,2.17,0.05,0.05
0.04,-0.16,-0.10,-1.04,0.71,9.76,7.28,-0.37,0.56,-0.75,0.06,0.01,0.05,-0.45,10.81,-6.80,0.42,2.10,0.05,0.05
0.03,-0.16,-0.10,-1.12,0.70,9.65,7.32,-0.33,0.74,-0.69,0.06,0.04,0.03,-0.43,10.89,-6.83,0.43,2.03,0.05,0.05
0.02,-0.16,-0.10,-1.25,0.69,9.66,7.31,-0.31,0.82,-0.63,0.06,0.06,0.03,-0.42,10.94,-6.83,0.45,1.95,0.05,0.05
0.01,-0.16,-0.11,-1.42,0.69,9.66,7.30,-0.29,0.93,-0.57,0.06,0.08,0.04,-0.40,10.99,-6.84,0.44,1.87,0.05,0.05
-0.02,-0.16,-0.11,-1.61,0.68,9.83,7.29,-0.30,1.01,-0.49,0.05,0.09,0.05,-0.39,11.06,-6.83,0.43,1.81,0.05,0.05
-0.03,-0.15,-0.12,-1.64,0.67,9.87,7.31,-0.31,1.12,-0.43,0.05,0.09,0.06,-0.37,11.05,-6.83,0.41,1.76,0.05,0.05
-0.02,-0.16,-0.11,-1.67,0.67,9.85,7.33,-0.30,1.26,-0.37,0.04,0.10,0.05,-0.36,11.05,-6.83,0.39,1.72,0.05,0.05
-0.01,-0.16,-0.11,-1.68,0.68,9.87,7.35,-0.29,1.30,-0.32,0.04,0.10,0.06,-0.34,11.05,-6.81,0.36,1.69,0.05,0.05
0.02,-0.16,-0.11,-1.71,0.69,9.80,7.36,-0.28,1.30,-0.29,0.04,0.09,0.08,-0.34,10.71,-6.73,0.41,1.66,0.05,0.05
0.03,-0.16,-0.11,-1.70,0.69,9.81,7.37,-0.26,1.32,-0.25,0.03,0.08,0.09,-0.33,10.70,-6.67,0.42,1.62,0.05,0.05
0.03,-0.16,-0.11,-1.69,0.69,9.78,7.39,-0.25,1.34,-0.22,0.03,0.07,0.10,-0.32,10.72,-6.63,0.45,1.58,0.05,0.05
0.05,-0.16,-0.12,-1.72,0.70,9.75,7.38,-0.23,1.37,-0.19,0.03,0.06,0.10,-0.31,10.78,-6.59,0.47,1.56,0.05,0.05
0.06,-0.16,-0.12,-1.73,0.70,9.69,7.39,-0.22,1.37,-0.16,0.03,0.05,0.08,-0.30,10.90,-6.57,0.51,1.54,0.05,0.05
0.07,-0.16,-0.13,-1.73,0.71,9.69,7.38,-0.23,1.31,-0.13,0.03,0.04,0.07,-0.30,10.92,-6.55,0.53,1.53,0.05,0.05
0.08,-0.16,-0.13,-1.71,0.71,9.69,7.39,-0.24,1.30,-0.11,0.03,0.03,0.06,-0.29,10.94,-6.54,0.56,1.53,0.05,0.05
0.08,-0.16,-0.14,-1.67,0.71,9.69,7.41,-0.24,1.35,-0.09,0.03,0.02,0.03,-0.29,10.97,-6.53,0.60,1.54,0.05,0.05
0.09,-0.16,-0.14,-1.68,0.72,9.69,7.41,-0.25,1.38,-0.07,0.03,0.01,-0.01,-0.28,10.97,-6.53,0.63,1.53,0.05,0.05
0.10,-0.16,-0.15,-1.65,0.72,9.73,7.43,-0.26,1.42,-0.05,0.03,0.01,-0.03,-0.28,10.99,-6.54,0.65,1.53,0.05,0.05
0.11,-0.16,-0.15,-1.58,0.73,9.73,7.45,-0.27,1.48,-0.04,0.03,0.00,-0.07,-0.28,11.00,-6.55,0.67,1.54,0.05,0.05
0.13,-0.16,-0.15,-1.53,0.74,9.72,7.45,-0.27,1.57,-0.03,0.04,0.00,-0.10,-0.27,11.00,-6.57,0.69,1.54,0.05,0.05
0.15,-0.16,-0.15,-1.46,0.75,9.72,7.44,-0.27,1.66,-0.02,0.04,-0.01,-0.15,-0.27,11.01,-6.59,0.71,1.54,0.05,0.05
0.17,-0.16,-0.16,-1.41,0.76,9.70,7.42,-0.27,1.73,-0.02,0.04,0.00,-0.19,-0.27,11.00,-6.62,0.72,1.54,0.05,0.05
0.20,-0.16,-0.16,-1.40,0.77,9.69,7.36,-0.26,1.77,-0.03,0.04,0.00,-0.21,-0.27,10.94,-6.65,0.73,1.54,0.05,0.05
0.22,-0.17,-0.17,-1.35,0.77,9.69,7.30,-0.27,1.78,-0.03,0.04,0.00,-0.23,-0.28,10.91,-6.67,0.73,1.55,0.05,0.05
0.23,-0.17,-0.17,-1.39,0.78,9.74,7.26,-0.28,1.79,-0.04,0.04,-0.01,-0.24,-0.28,10.92,-6.68,0.74,1.56,0.05,0.05
0.23,-0.17,-0.18,-1.42,0.78,9.76,7.23,-0.30,1.80,-0.05,0.04,-0.01,-0.25,-0.28,10.91,-6.70,0.74,1.57,0.05,0.05
0.24,-0.17,-0.18,-1.44,0.78,9.74,7.20,-0.31,1.81,-0.05,0.04,-0.01,-0.25,-0.28,10.91,-6.70,0.74,1.58,0.05,0.05
0.24,-0.17,-0.18,-1.45,0.78,9.79,7.18,-0.32,1.82,-0.05,0.04,-0.01,-0.25,-0.28,10.93,-6.71,0.74,1.59,0.05,0.05
0.23,-0.17,-0.18,-1.45,0.78,9.78,7.16,-0.34,1.81,-0.04,0.04,-0.01,-0.25,-0.28,10.97,-6.71,0.74,1.58,0.05,0.05
0.23,-0.17,-0.17,-1.43,0.78,9.83,7.15,-0.35,1.80,-0.04,0.04,0.00,-0.25,-0.28,11.01,-6.71,0.74,1.57,0.05,0.05
0.23,-0.17,-0.17,-1.43,0.78,9.84,7.14,-0.35,1.79,-0.04,0.04,0.00,-0.27,-0.28,11.02,-6.72,0.72,1.55,0.05,0.05
0.24,-0.17,-0.17,-1.45,0.78,9.84,7.13,-0.35,1.80,-0.05,0.04,0.00,-0.29,-0.28,10.92,-6.74,0.70,1.55,0.05,0.05
0.24,-0.17,-0.17,-1.47,0.78,9.83,7.13,-0.35,1.81,-0.06,0.04,0.00,-0.31,-0.29,10.86,-6.76,0.69,1.55,0.05,0.05
0.25,-0.17,-0.17,-1.46,0.79,9.82,7.13,-0.34,1.81,-0.08,0.04,0.00,-0.33,-0.29,10.83,-6.77,0.68,1.55,0.05,0.05
0.26,-0.17,-0.18,-1.43,0.79,9.80,7.15,-0.34,1.80,-0.10,0.04,0.00,-0.34,-0.29,10.85,-6.79,0.66,1.56,0.05,0.05
0.28,-0.17,-0.18,-1.38,0.80,9.78,7.17,-0.33,1.80,-0.12,0.04,0.00,-0.35,-0.30,10.83,-6.81,0.63,1.57,0.05,0.05
0.29,-0.17,-0.19,-1.37,0.80,9.72,7.19,-0.32,1.84,-0.14,0.04,-0.01,-0.38,-0.30,10.61,-6.84,0.62,1.59,0.05,0.05
0.30,-0.17,-0.20,-1.31,0.81,9.70,7.22,-0.32,1.89,-0.17,0.04,-0.02,-0.39,-0.31,10.56,-6.85,0.60,1.62,0.05,0.05
0.32,-0.17,-0.21,-1.24,0.82,9.72,7.25,-0.32,1.92,-0.19,0.04,-0.03,-0.40,-0.31,10.51,-6.86,0.58,1.65,0.05,0.05
0.34,-0.17,-0.21,-1.16,0.83,9.72,7.27,-0.33,1.93,-0.21,0.04,-0.04,-0.40,-0.32,10.48,-6.88,0.57,1.68,0.05,0.05
0.36,-0.18,-0.22,-1.09,0.84,9.67,7.30,-0.33,1.92,-0.23,0.04,-0.04,-0.41,-0.32,10.50,-6.89,0.55,1.70,0.05,0.05
0.38,-0.18,-0.22,-1.02,0.85,9.66,7.32,-0.33,1.88,-0.24,0.04,-0.05,-0.41,-0.33,10.49,-6.91,0.53,1.71,0.05,0.05
0.40,-0.18,-0.22,-0.98,0.86,9.65,7.34,-0.33,1.83,-0.26,0.04,-0.05,-0.42,-0.33,10.48,-6.92,0.51,1.73,0.05,0.05
0.42,-0.18,-0.23,-0.98,0.86,9.63,7.35,-0.33,1.79,-0.28,0.04,-0.06,-0.43,-0.34,10.48,-6.93,0.50,1.74,0.05,0.05
0.43,-0.18,-0.23,-0.99,0.87,9.61,7.36,-0.32,1.76,-0.30,0.04,-0.06,-0.44,-0.34,10.47,-6.94,0.50,1.75,0.05,0.05
0.45,-0.19,-0.23,-0.98,0.87,9.58,7.38,-0.30,1.71,-0.31,0.04,-0.07,-0.44,-0.35,10.50,-6.95,0.49,1.76,0.05,0.05
0.47,-0.19,-0.24,-1.00,0.87,9.55,7.40,-0.28,1.67,-0.33,0.04,-0.07,-0.45,-0.35,10.47,-6.96,0.48,1.78,0.05,0.05
0.48,-0.19,-0.24,-1.02,0.88,9.52,7.42,-0.27,1.63,-0.34,0.04,-0.07,-0.45,-0.35,10.49,-6.97,0.49,1.79,0.05,0.05
0.49,-0.19,-0.24,-1.04,0.88,9.49,7.43,-0.25,1.58,-0.34,0.04,-0.07,-0.44,-0.35,10.49,-6.98,0.49,1.81,0.05,0.05
0.49,-0.19,-0.24,-1.07,0.88,9.46,7.44,-0.23,1.57,-0.34,0.04,-0.07,-0.44,-0.35,10.49,-6.98,0.50,1.81,0.05,0.05
0.49,-0.19,-0.24,-1.10,0.88,9.41,7.43,-0.22,1.57,-0.34,0.04,-0.06,-0.43,-0.35,10.51,-6.98,0.52,1.81,0.05,0.05
0.48,-0.19,-0.24,-1.14,0.87,9.39,7.43,-0.21,1.56,-0.33,0.04,-0.06,-0.42,-0.35,10.53,-6.97,0.54,1.81,0.05,0.05
0.47,-0.18,-0.24,-1.17,0.87,9.36,7.41,-0.20,1.56,-0.32,0.04,-0.05,-0.41,-0.35,10.57,-6.96,0.56,1.80,0.05,0.05
0.46,-0.18,-0.24,-1.18,0.86,9.34,7.40,-0.19,1.56,-0.32,0.04,-0.04,-0.41,-0.35,10.61,-6.95,0.58,1.79,0.05,0.05
0.45,-0.18,-0.24,-1.22,0.86,9.33,7.38,-0.18,1.58,-0.31,0.04,-0.04,-0.40,-0.35,10.64,-6.93,0.59,1.78,0.05,0.05
0.44,-0.18,-0.24,-1.29,0.85,9.34,7.36,-0.17,1.59,-0.30,0.04,-0.03,-0.39,-0.35,10.68,-6.91,0.60,1.77,0.05,0.05
0.43,-0.18,-0.24,-1.34,0.84,9.38,7.35,-0.16,1.59,-0.30,0.04,-0.03,-0.38,-0.34,10.71,-6.89,0.60,1.75,0.05,0.05
0.42,-0.18,-0.24,-1.36,0.84,9.42,7.34,-0.16,1.59,-0.29,0.04,-0.02,-0.38,-0.34,10.70,-6.89,0.59,1.74,0.05,0.05
0.41,-0.18,-0.24,-1.37,0.84,9.42,7.34,-0.16,1.59,-0.29,0.04,-0.02,-0.38,-0.34,10.69,-6.89,0.58,1.74,0.05,0.05
0.41,-0.18,-0.24,-1.34,0.84,9.42,7.35,-0.16,1.59,-0.28,0.04,-0.02,-0.38,-0.34,10.66,-6.89,0.57,1.73,0.05,0.05
0.42,-0.18,-0.24,-1.29,0.84,9.41,7.36,-0.17,1.59,-0.27,0.04,-0.01,-0.39,-0.34,10.64,-6.89,0.55,1.72,0.05,0.05
0.43,-0.18,-0.24,-1.27,0.85,9.40,7.36,-0.17,1.59,-0.26,0.04,-0.01,-0.39,-0.34,10.62,-6.89,0.55,1.71,0.05,0.05
0.43,-0.18,-0.24,-1.26,0.85,9.40,7.37,-0.17,1.58,-0.25,0.04,-0.01,-0.40,-0.33,10.54,-6.89,0.54,1.71,0.05,0.05
0.43,-0.18,-0.24,-1.26,0.85,9.41,7.37,-0.17,1.59,-0.24,0.04,-0.01,-0.41,-0.33,10.52,-6.90,0.54,1.70,0.05,0.05
0.43,-0.18,-0.23,-1.30,0.85,9.42,7.36,-0.17,1.60,-0.24,0.04,-0.02,-0.41,-0.33,10.54,-6.90,0.55,1.70,0.05,0.05
0.41,-0.18,-0.23,-1.35,0.84,9.43,7.34,-0.17,1.60,-0.23,0.04,-0.02,-0.41,-0.33,10.58,-6.90,0.56,1.70,0.05,0.05
0.40,-0.18,-0.23,-1.40,0.83,9.45,7.32,-0.17,1.59,-0.23,0.04,-0.02,-0.41,-0.33,10.58,-6.90,0.58,1.71,0.05,0.05
0.38,-0.18,-0.22,-1.46,0.83,9.47,7.30,-0.17,1.57,-0.22,0.04,-0.02,-0.40,-0.33,10.66,-6.89,0.59,1.70,0.05,0.05
0.36,-0.17,-0.22,-1.50,0.82,9.50,7.28,-0.17,1.56,-0.21,0.04,-0.01,-0.39,-0.33,10.73,-6.89,0.60,1.69,0.05,0.05
0.34,-0.17,-0.21,-1.49,0.81,9.48,7.27,-0.18,1.55,-0.20,0.04,0.00,-0.39,-0.32,10.77,-6.88,0.60,1.67,0.05,0.05
0.33,-0.17,-0.21,-1.47,0.81,9.48,7.28,-0.18,1.56,-0.20,0.04,0.00,-0.39,-0.32,10.79,-6.89,0.60,1.65,0.05,0.05
0.33,-0.17,-0.21,-1.43,0.81,9.48,7.29,-0.18,1.57,-0.19,0.04,0.01,-0.40,-0.32,10.82,-6.89,0.59,1.64,0.05,0.05
0.33,-0.17,-0.21,-1.38,0.81,9.48,7.30,-0.18,1.59,-0.18,0.04,0.02,-0.40,-0.32,10.79,-6.90,0.57,1.63,0.05,0.05
0.33,-0.17,-0.21,-1.34,0.81,9.51,7.31,-0.18,1.62,-0.18,0.04,0.02,-0.42,-0.32,10.76,-6.91,0.56,1.63,0.05,0.05
0.34,-0.17,-0.21,-1.34,0.82,9.50,7.32,-0.18,1.65,-0.17,0.04,0.02,-0.43,-0.32,10.68,-6.93,0.56,1.64,0.05,0.05
0.35,-0.17,-0.21,-1.32,0.82,9.49,7.31,-0.19,1.68,-0.17,0.04,0.01,-0.45,-0.32,10.61,-6.94,0.55,1.66,0.05,0.05
0.36,-0.17,-0.22,-1.27,0.83,9.49,7.32,-0.19,1.68,-0.17,0.04,0.00,-0.48,-0.32,10.60,-6.95,0.55,1.67,0.05,0.05
0.37,-0.18,-0.22,-1.23,0.83,9.47,7.34,-0.19,1.70,-0.18,0.04,0.00,-0.50,-0.32,10.54,-6.97,0.53,1.69,0.05,0.05
0.38,-0.18,-0.22,-1.20,0.84,9.46,7.35,-0.19,1.72,-0.20,0.04,-0.01,-0.51,-0.32,10.56,-6.99,0.53,1.72,0.05,0.05
0.40,-0.18,-0.23,-1.16,0.85,9.46,7.35,-0.20,1.76,-0.22,0.04,-0.02,-0.53,-0.33,10.60,-7.01,0.53,1.75,0.05,0.05
0.41,-0.18,-0.23,-1.09,0.85,9.46,7.35,-0.21,1.79,-0.24,0.04,-0.04,-0.54,-0.34,10.60,-7.03,0.53,1.79,0.05,0.05
0.42,-0.18,-0.23,-1.01,0.86,9.46,7.37,-0.22,1.82,-0.27,0.04,-0.04,-0.56,-0.34,10.51,-7.05,0.52,1.82,0.05,0.05
0.44,-0.18,-0.23,-0.96,0.87,9.47,7.39,-0.23,1.85,-0.30,0.04,-0.05,-0.56,-0.35,10.57,-7.08,0.52,1.86,0.05,0.05
0.45,-0.18,-0.24,-0.93,0.88,9.47,7.39,-0.25,1.87,-0.32,0.04,-0.06,-0.57,-0.36,10.57,-7.10,0.52,1.89,0.05,0.05
0.47,-0.19,-0.24,-0.89,0.89,9.49,7.39,-0.27,1.87,-0.34,0.04,-0.06,-0.56,-0.36,10.56,-7.11,0.52,1.91,0.05,0.05
0.48,-0.19,-0.24,-0.86,0.89,9.50,7.38,-0.29,1.86,-0.35,0.04,-0.05,-0.56,-0.36,10.56,-7.12,0.52,1.92,0.05,0.05
0.49,-0.19,-0.24,-0.85,0.90,9.52,7.36,-0.31,1.86,-0.35,0.04,-0.05,-0.55,-0.37,10.56,-7.13,0.53,1.93,0.05,0.05
0.50,-0.19,-0.23,-0.84,0.90,9.53,7.35,-0.32,1.85,-0.36,0.04,-0.05,-0.56,-0.37,10.48,-7.13,0.54,1.93,0.05,0.05
0.51,-0.19,-0.23,-0.85,0.91,9.54,7.35,-0.32,1.84,-0.37,0.04,-0.05,-0.57,-0.37,10.44,-7.14,0.54,1.94,0.05,0.05
0.51,-0.19,-0.23,-0.86,0.91,9.54,7.35,-0.32,1.82,-0.37,0.05,-0.05,-0.57,-0.37,10.40,-7.15,0.54,1.94,0.05,0.05
0.52,-0.20,-0.23,-0.87,0.91,9.54,7.36,-0.32,1.79,-0.37,0.05,-0.05,-0.57,-0.37,10.42,-7.15,0.53,1.93,0.05,0.05
0.52,-0.20,-0.23,-0.89,0.91,9.53,7.36,-0.32,1.76,-0.37,0.05,-0.05,-0.57,-0.37,10.42,-7.15,0.53,1.93,0.05,0.05
0.52,-0.19,-0.23,-0.89,0.90,9.53,7.37,-0.31,1.71,-0.37,0.04,-0.05,-0.57,-0.37,10.46,-7.14,0.51,1.91,0.05,0.05
0.52,-0.19,-0.23,-0.88,0.90,9.51,7.39,-0.30,1.68,-0.37,0.04,-0.05,-0.57,-0.37,10.47,-7.14,0.50,1.90,0.05,0.05
0.52,-0.19,-0.23,-0.87,0.90,9.49,7.41,-0.28,1.66,-0.37,0.04,-0.05,-0.57,-0.37,10.47,-7.13,0.49,1.90,0.05,0.05
0.52,-0.19,-0.24,-0.85,0.90,9.47,7.43,-0.26,1.63,-0.37,0.04,-0.05,-0.57,-0.37,10.46,-7.12,0.48,1.89,0.05,0.05
0.53,-0.19,-0.24,-0.83,0.90,9.44,7.46,-0.25,1.59,-0.37,0.04,-0.05,-0.56,-0.37,10.45,-7.11,0.46,1.88,0.05,0.05
0.53,-0.19,-0.24,-0.79,0.90,9.42,7.48,-0.23,1.58,-0.37,0.05,-0.05,-0.55,-0.37,10.47,-7.10,0.45,1.88,0.05,0.05
0.54,-0.19,-0.24,-0.76,0.90,9.38,7.50,-0.22,1.58,-0.37,0.05,-0.05,-0.55,-0.37,10.47,-7.09,0.44,1.88,0.05,0.05
0.55,-0.19,-0.25,-0.74,0.91,9.36,7.52,-0.20,1.57,-0.38,0.05,-0.05,-0.55,-0.37,10.47,-7.08,0.44,1.88,0.05,0.05
0.56,-0.19,-0.25,-0.75,0.91,9.33,7.54,-0.19,1.54,-0.38,0.05,-0.06,-0.55,-0.37,10.43,-7.07,0.44,1.88,0.05,0.05
0.56,-0.19,-0.25,-0.77,0.91,9.28,7.54,-0.18,1.51,-0.38,0.05,-0.06,-0.54,-0.37,10.42,-7.06,0.44,1.89,0.05,0.05
0.56,-0.19,-0.25,-0.81,0.91,9.26,7.53,-0.17,1.48,-0.37,0.04,-0.05,-0.53,-0.36,10.38,-7.05,0.44,1.88,0.05,0.05
0.55,-0.19,-0.25,-0.86,0.90,9.23,7.52,-0.16,1.46,-0.36,0.04,-0.05,-0.52,-0.36,10.38,-7.03,0.45,1.87,0.05,0.05
0.54,-0.19,-0.25,-0.91,0.90,9.23,7.51,-0.15,1.44,-0.35,0.04,-0.05,-0.51,-0.36,10.39,-7.01,0.47,1.86,0.05,0.05
0.53,-0.19,-0.25,-0.97,0.89,9.21,7.51,-0.14,1.43,-0.34,0.04,-0.05,-0.50,-0.36,10.43,-7.00,0.49,1.84,0.05,0.05
0.51,-0.19,-0.24,-1.07,0.88,9.21,7.49,-0.12,1.43,-0.34,0.04,-0.05,-0.49,-0.36,10.43,-6.97,0.51,1.84,0.05,0.05
0.49,-0.19,-0.24,-1.18,0.87,9.20,7.47,-0.11,1.44,-0.33,0.04,-0.05,-0.46,-0.35,10.49,-6.95,0.53,1.82,0.05,0.05
0.47,-0.18,-0.24,-1.29,0.86,9.23,7.42,-0.11,1.47,-0.31,0.04,-0.04,-0.44,-0.35,10.50,-6.92,0.54,1.80,0.05,0.05
0.44,-0.18,-0.24,-1.36,0.85,9.34,7.38,-0.11,1.52,-0.30,0.04,-0.03,-0.42,-0.35,10.59,-6.90,0.55,1.79,0.05,0.05
0.42,-0.18,-0.23,-1.38,0.84,9.32,7.36,-0.11,1.54,-0.29,0.04,-0.02,-0.41,-0.34,10.64,-6.89,0.54,1.78,0.05,0.05
0.41,-0.18,-0.23,-1.37,0.83,9.32,7.36,-0.12,1.51,-0.27,0.04,-0.01,-0.41,-0.34,10.67,-6.88,0.53,1.76,0.05,0.05
0.40,-0.18,-0.23,-1.35,0.83,9.30,7.37,-0.11,1.49,-0.27,0.04,-0.01,-0.41,-0.34,10.64,-6.86,0.52,1.74,0.05,0.05
0.39,-0.17,-0.23,-1.34,0.83,9.28,7.37,-0.10,1.48,-0.26,0.04,-0.01,-0.41,-0.34,10.62,-6.84,0.51,1.72,0.05,0.05
0.39,-0.17,-0.23,-1.33,0.83,9.27,7.38,-0.10,1.47,-0.25,0.04,-0.01,-0.40,-0.33,10.59,-6.83,0.49,1.71,0.05,0.05
0.39,-0.17,-0.23,-1.34,0.83,9.26,7.39,-0.09,1.46,-0.25,0.04,-0.01,-0.41,-0.33,10.56,-6.81,0.49,1.70,0.05,0.05
0.39,-0.17,-0.23,-1.37,0.83,9.27,7.39,-0.08,1.45,-0.25,0.04,-0.01,-0.42,-0.33,10.50,-6.81,0.49,1.69,0.05,0.05
0.39,-0.17,-0.23,-1.39,0.83,9.29,7.39,-0.08,1.42,-0.25,0.04,-0.02,-0.42,-0.33,10.59,-6.81,0.48,1.69,0.05,0.05
0.39,-0.17,-0.23,-1.39,0.83,9.33,7.38,-0.09,1.42,-0.26,0.04,-0.03,-0.41,-0.33,10.56,-6.81,0.48,1.71,0.05,0.05
0.40,-0.17,-0.24,-1.37,0.83,9.33,7.38,-0.10,1.45,-0.27,0.04,-0.04,-0.42,-0.34,10.51,-6.82,0.49,1.74,0.05,0.05
0.40,-0.17,-0.24,-1.39,0.83,9.33,7.37,-0.10,1.49,-0.28,0.04,-0.05,-0.43,-0.34,10.50,-6.84,0.49,1.76,0.05,0.05
0.40,-0.18,-0.24,-1.35,0.83,9.34,7.38,-0.11,1.54,-0.30,0.04,-0.06,-0.43,-0.34,10.49,-6.85,0.49,1.79,0.05,0.05
0.41,-0.18,-0.24,-1.28,0.84,9.34,7.40,-0.13,1.59,-0.32,0.04,-0.07,-0.44,-0.35,10.47,-6.87,0.48,1.82,0.05,0.05
