244,24.33
mixamorig:RightHand\JointController\antTorqueX,mixamorig:RightHand\JointController\antTorqueY,mixamorig:RightHand\JointController\antTorqueZ,mixamorig:RightForeArm\JointController\antTorqueX,mixamorig:RightForeArm\JointController\antTorqueY,mixamorig:RightForeArm\JointController\antTorqueZ,mixamorig:RightArm\JointController\antTorqueX,mixamorig:RightArm\JointController\antTorqueY,mixamorig:RightArm\JointController\antTorqueZ,mixamorig:LeftHand\JointController\antTorqueX,mixamorig:LeftHand\JointController\antTorqueY,mixamorig:LeftHand\JointController\antTorqueZ,mixamorig:LeftForeArm\JointController\antTorqueX,mixamorig:LeftForeArm\JointController\antTorqueY,mixamorig:LeftForeArm\JointController\antTorqueZ,mixamorig:LeftArm\JointController\antTorqueX,mixamorig:LeftArm\JointController\antTorqueY,mixamorig:LeftArm\JointController\antTorqueZ,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierLeft,ybot_rig_arms_v6_split_ragdoll - v4\AntagonisticGains\stiffnessMultiplierRight
0.21,-1.28,-2.45,-2.24,9.63,166.55,10.59,0.33,2.22,-1.18,0.28,-0.97,0.91,-4.53,167.36,-15.60,1.42,-10.26,1.00,1.00
0.28,-1.27,-2.51,-2.18,9.67,166.54,11.65,0.19,2.86,-1.01,0.27,-1.05,2.16,-4.52,167.36,-15.33,1.27,-9.95,1.00,1.00
0.07,-1.18,-2.43,-2.06,9.64,166.59,12.06,-0.11,3.94,-0.52,0.21,-1.14,3.28,-4.50,166.72,-16.02,2.10,-9.29,1.00,1.00
0.06,-1.17,-2.32,-1.63,9.60,166.64,10.81,-0.28,3.74,-0.56,0.18,-1.13,1.51,-4.50,166.73,-16.60,2.61,-8.99,1.00,1.00
0.34,-1.27,-2.37,-1.63,9.63,166.63,10.02,-0.18,3.28,-1.17,0.25,-1.07,0.51,-4.51,167.39,-16.19,2.36,-9.50,1.00,1.00
0.42,-1.28,-2.48,-1.62,9.66,166.62,11.06,-0.26,3.57,-1.33,0.27,-1.04,1.22,-4.52,167.39,-15.78,2.08,-9.80,1.00,1.00
0.51,-1.29,-2.48,-1.08,9.68,166.64,11.60,-0.35,3.85,-1.17,0.25,-1.07,1.62,-4.51,167.39,-15.70,2.18,-9.77,1.00,1.00
0.61,-1.34,-2.45,-0.88,9.69,166.65,10.92,-0.31,3.63,-1.27,0.26,-1.04,1.29,-4.52,167.40,-15.71,2.34,-10.04,1.00,1.00
0.61,-1.37,-2.47,-1.28,9.72,166.64,10.54,-0.23,3.56,-1.22,0.27,-1.03,1.45,-4.53,167.41,-15.84,2.36,-10.54,1.00,1.00
0.44,-1.33,-2.51,-1.67,9.72,166.65,11.04,-0.35,3.87,-0.87,0.24,-1.01,2.03,-4.53,167.41,-16.27,2.56,-10.86,1.00,1.00
0.35,-1.31,-2.51,-1.50,9.72,166.66,11.22,-0.46,3.81,-0.79,0.22,-1.01,1.61,-4.53,167.41,-16.49,2.65,-10.89,1.00,1.00
0.50,-1.36,-2.53,-1.25,9.75,166.65,10.94,-0.38,3.49,-1.08,0.26,-1.00,1.05,-4.54,167.40,-16.22,2.32,-11.04,1.00,1.00
0.59,-1.40,-2.57,-1.36,9.79,166.63,11.10,-0.28,3.43,-1.22,0.28,-1.00,1.37,-4.55,167.39,-15.99,1.95,-11.24,1.00,1.00
0.50,-1.37,-2.60,-1.52,9.79,166.62,11.69,-0.32,3.72,-1.08,0.27,-1.07,2.07,-4.55,167.37,-16.16,1.94,-11.15,1.00,1.00
0.38,-1.33,-2.58,-1.57,9.77,166.64,11.89,-0.40,3.94,-0.90,0.25,-1.11,2.19,-4.55,167.36,-16.60,2.16,-10.80,1.00,1.00
0.42,-1.34,-2.55,-1.45,9.75,166.64,11.50,-0.35,3.61,-0.98,0.25,-1.13,1.62,-4.56,167.35,-16.74,2.20,-10.63,1.00,1.00
0.51,-1.37,-2.58,-1.48,9.75,166.62,11.48,-0.24,3.46,-1.17,0.27,-1.17,1.29,-4.56,167.33,-16.64,1.87,-10.54,1.00,1.00
0.56,-1.37,-2.61,-1.46,9.74,166.61,11.99,-0.21,3.57,-1.26,0.28,-1.20,1.65,-4.56,167.31,-16.53,1.77,-10.41,1.00,1.00
0.59,-1.36,-2.61,-1.28,9.71,166.62,12.33,-0.22,3.62,-1.17,0.26,-1.23,1.68,-4.55,167.30,-16.64,1.92,-10.15,1.00,1.00
0.72,-1.38,-2.59,-1.03,9.70,166.61,12.08,-0.16,3.36,-1.33,0.27,-1.25,1.27,-4.56,167.30,-16.56,1.90,-9.96,1.00,1.00
0.83,-1.40,-2.60,-1.01,9.70,166.59,12.08,-0.09,3.29,-1.39,0.28,-1.29,1.46,-4.56,167.29,-16.45,1.76,-9.87,1.00,1.00
0.87,-1.39,-2.61,-1.02,9.68,166.59,12.35,-0.11,3.46,-1.34,0.27,-1.29,1.49,-4.55,167.29,-16.54,1.83,-9.78,1.00,1.00
0.91,-1.39,-2.63,-0.92,9.67,166.59,12.48,-0.14,3.36,-1.40,0.27,-1.31,1.43,-4.55,167.30,-16.53,2.02,-9.72,1.00,1.00
0.99,-1.39,-2.63,-0.79,9.66,166.59,12.59,-0.15,3.32,-1.40,0.27,-1.32,1.32,-4.54,167.30,-16.51,2.05,-9.56,1.00,1.00
1.07,-1.40,-2.62,-0.68,9.67,166.58,12.44,-0.13,3.14,-1.43,0.27,-1.32,1.41,-4.55,167.31,-16.43,2.15,-9.52,1.00,1.00
1.03,-1.39,-2.60,-0.78,9.67,166.56,12.38,-0.07,3.04,-1.39,0.27,-1.31,1.74,-4.54,167.31,-16.42,2.18,-9.48,1.00,1.00
0.94,-1.37,-2.58,-0.98,9.66,166.55,12.25,-0.03,2.94,-1.30,0.27,-1.28,1.82,-4.54,167.32,-16.53,2.26,-9.46,1.00,1.00
0.84,-1.34,-2.58,-1.20,9.65,166.55,12.14,0.01,2.79,-1.27,0.26,-1.26,1.84,-4.55,167.32,-16.60,2.28,-9.50,1.00,1.00
0.79,-1.33,-2.59,-1.33,9.63,166.54,12.22,0.06,2.71,-1.28,0.27,-1.25,1.78,-4.55,167.32,-16.53,2.28,-9.61,1.00,1.00
0.77,-1.33,-2.61,-1.46,9.61,166.54,12.29,0.08,2.67,-1.29,0.26,-1.21,1.75,-4.55,167.32,-16.47,2.28,-9.76,1.00,1.00
0.72,-1.32,-2.61,-1.54,9.59,166.54,12.38,0.16,2.41,-1.28,0.27,-1.16,1.76,-4.55,167.33,-16.27,2.33,-9.95,1.00,1.00
0.69,-1.32,-2.58,-1.57,9.60,166.53,12.11,0.27,2.25,-1.19,0.27,-1.13,1.91,-4.55,166.69,-16.13,2.26,-10.08,1.00,1.00
0.55,-1.29,-2.56,-1.89,9.60,166.52,11.82,0.28,2.22,-1.03,0.26,-1.12,2.30,-4.54,166.42,-16.15,2.01,-9.94,1.00,1.00
0.39,-1.25,-2.53,-1.95,9.60,166.53,11.92,0.18,2.56,-0.95,0.26,-1.18,1.91,-4.53,167.33,-16.15,1.64,-9.50,1.00,1.00
0.48,-1.28,-2.52,-1.74,9.61,166.53,11.65,0.22,2.32,-1.26,0.29,-1.16,1.48,-4.53,167.33,-15.72,1.34,-9.29,1.00,1.00
0.51,-1.28,-2.55,-1.88,9.62,166.50,12.05,0.26,2.39,-1.40,0.31,-1.21,1.76,-4.53,167.32,-15.38,0.99,-9.07,1.00,1.00
0.44,-1.23,-2.51,-1.85,9.61,166.51,12.53,0.19,3.00,-1.16,0.29,-1.31,2.75,-4.52,167.32,-15.54,1.27,-8.65,1.00,1.00
0.29,-1.16,-2.42,-1.84,9.55,166.55,12.29,-0.01,3.45,-0.82,0.24,-1.36,2.78,-4.50,166.67,-16.26,1.74,-8.03,1.00,1.00
0.34,-1.17,-2.38,-1.70,9.51,166.58,11.45,-0.04,3.13,-1.07,0.26,-1.34,1.79,-4.50,166.69,-16.33,1.99,-7.93,1.00,1.00
0.47,-1.20,-2.40,-1.76,9.50,166.57,11.39,-0.01,2.97,-1.23,0.27,-1.31,1.80,-4.51,166.70,-16.10,2.04,-8.10,1.00,1.00
0.48,-1.17,-2.41,-1.69,9.50,166.58,11.97,-0.16,3.27,-1.06,0.25,-1.30,2.27,-4.49,166.70,-16.15,2.08,-7.87,1.00,1.00
0.52,-1.15,-2.38,-1.38,9.50,166.60,11.75,-0.32,3.38,-1.07,0.25,-1.30,1.74,-4.49,166.42,-16.12,1.94,-7.40,1.00,1.00
0.64,-1.18,-2.36,-1.16,9.50,166.61,11.32,-0.37,3.53,-1.26,0.26,-1.28,1.56,-4.49,166.42,-15.84,1.88,-7.33,1.00,1.00
0.69,-1.21,-2.38,-1.20,9.49,166.62,11.36,-0.38,3.77,-1.25,0.26,-1.27,1.62,-4.49,166.70,-15.78,2.09,-7.45,1.00,1.00
0.62,-1.19,-2.40,-1.32,9.46,166.64,11.49,-0.43,3.78,-1.21,0.25,-1.25,1.66,-4.49,166.69,-15.87,2.08,-7.27,1.00,1.00
0.62,-1.18,-2.39,-1.11,9.45,166.67,11.66,-0.51,3.97,-1.26,0.25,-1.26,1.47,-4.49,166.67,-15.78,1.90,-6.93,1.00,1.00
0.77,-1.22,-2.38,-0.75,9.45,166.68,11.43,-0.52,4.03,-1.39,0.26,-1.26,1.28,-4.50,167.32,-15.58,1.90,-6.90,1.00,1.00
0.81,-1.25,-2.38,-0.75,9.44,166.70,11.24,-0.52,4.15,-1.45,0.26,-1.27,1.33,-4.50,167.32,-15.55,2.07,-7.10,1.00,1.00
0.76,-1.24,-2.39,-0.77,9.42,166.72,11.39,-0.61,4.43,-1.39,0.25,-1.27,1.32,-4.50,167.32,-15.77,2.32,-7.20,1.00,1.00
0.81,-1.25,-2.41,-0.65,9.41,166.75,11.32,-0.67,4.45,-1.39,0.24,-1.25,1.03,-4.51,167.32,-15.90,2.58,-7.38,1.00,1.00
0.87,-1.29,-2.43,-0.64,9.41,166.76,11.06,-0.63,4.20,-1.40,0.24,-1.21,1.15,-4.52,166.68,-15.90,2.79,-7.83,1.00,1.00
0.82,-1.30,-2.45,-0.84,9.42,166.76,11.01,-0.63,4.14,-1.31,0.24,-1.14,1.36,-4.53,166.68,-16.03,2.82,-8.24,1.00,1.00
0.75,-1.30,-2.48,-1.02,9.42,166.77,10.96,-0.63,4.07,-1.23,0.23,-1.09,1.27,-4.53,166.68,-16.08,2.78,-8.61,1.00,1.00
0.71,-1.31,-2.50,-1.10,9.44,166.76,10.98,-0.59,3.89,-1.21,0.24,-1.05,1.35,-4.54,166.68,-15.96,2.64,-8.96,1.00,1.00
0.65,-1.31,-2.50,-1.14,9.47,166.75,11.07,-0.51,3.85,-1.14,0.24,-1.05,1.71,-4.55,166.68,-15.87,2.58,-9.21,1.00,1.00
0.51,-1.29,-2.47,-1.33,9.47,166.75,10.99,-0.49,3.90,-0.99,0.23,-1.06,2.04,-4.55,166.41,-16.08,2.69,-9.35,1.00,1.00
0.37,-1.26,-2.46,-1.51,9.47,166.76,10.92,-0.52,3.96,-0.95,0.22,-1.08,2.00,-4.55,166.67,-16.37,2.69,-9.35,1.00,1.00
0.36,-1.26,-2.48,-1.51,9.48,166.76,11.01,-0.57,4.10,-1.07,0.23,-1.10,1.36,-4.56,167.31,-16.44,2.61,-9.34,1.00,1.00
0.47,-1.29,-2.51,-1.35,9.48,166.76,11.20,-0.60,4.15,-1.28,0.25,-1.13,0.82,-4.57,167.30,-16.34,2.42,-9.34,1.00,1.00
0.60,-1.32,-2.54,-1.13,9.49,166.76,11.36,-0.56,4.10,-1.40,0.26,-1.17,0.87,-4.57,167.28,-16.21,2.27,-9.38,1.00,1.00
0.70,-1.35,-2.55,-0.98,9.50,166.75,11.39,-0.50,3.97,-1.45,0.27,-1.19,0.92,-4.57,167.27,-16.15,2.12,-9.45,1.00,1.00
0.77,-1.38,-2.57,-0.96,9.50,166.74,11.38,-0.40,3.86,-1.51,0.27,-1.21,0.70,-4.58,167.26,-16.10,1.95,-9.62,1.00,1.00
0.84,-1.40,-2.60,-0.95,9.50,166.73,11.54,-0.31,3.74,-1.57,0.28,-1.21,0.51,-4.58,167.91,-15.99,1.79,-9.83,1.00,1.00
0.94,-1.43,-2.65,-0.84,9.50,166.72,11.82,-0.24,3.61,-1.65,0.29,-1.21,0.44,-4.58,167.90,-15.80,1.62,-10.03,1.00,1.00
0.98,-1.45,-2.69,-0.92,9.49,166.73,12.06,-0.25,3.85,-1.54,0.29,-1.14,1.45,-4.59,167.27,-15.83,2.06,-10.27,1.00,1.00
0.80,-1.39,-2.66,-1.01,9.46,166.76,12.32,-0.38,4.16,-1.16,0.25,-1.15,1.63,-4.58,167.26,-16.39,2.26,-9.82,1.00,1.00
0.81,-1.41,-2.61,-0.73,9.45,166.78,11.71,-0.34,3.82,-1.31,0.26,-1.17,0.91,-4.58,167.26,-16.41,2.26,-9.59,1.00,1.00
0.89,-1.44,-2.59,-0.65,9.47,166.77,11.40,-0.20,3.59,-1.52,0.28,-1.26,1.00,-4.59,167.25,-16.10,2.04,-9.64,1.00,1.00
0.85,-1.44,-2.59,-0.64,9.47,166.77,11.71,-0.16,3.68,-1.48,0.28,-1.29,1.53,-4.59,167.25,-16.10,2.04,-9.63,1.00,1.00
0.73,-1.41,-2.57,-0.67,9.46,166.78,11.77,-0.19,3.75,-1.39,0.27,-1.29,1.59,-4.58,167.24,-16.36,2.07,-9.45,1.00,1.00
0.72,-1.41,-2.56,-0.73,9.45,166.78,11.48,-0.17,3.72,-1.37,0.27,-1.30,1.66,-4.59,167.23,-16.52,2.19,-9.50,1.00,1.00
0.71,-1.41,-2.59,-0.96,9.42,166.79,11.58,-0.23,3.82,-1.26,0.25,-1.26,1.56,-4.58,167.23,-16.76,2.29,-9.60,1.00,1.00
0.76,-1.41,-2.63,-0.92,9.40,166.80,11.85,-0.28,3.76,-1.28,0.25,-1.24,1.15,-4.58,167.22,-16.77,2.34,-9.70,1.00,1.00
0.93,-1.44,-2.68,-0.66,9.39,166.78,12.09,-0.25,3.55,-1.48,0.26,-1.27,0.64,-4.59,167.85,-16.49,2.02,-9.74,1.00,1.00
1.15,-1.48,-2.71,-0.38,9.40,166.76,12.33,-0.12,3.19,-1.70,0.27,-1.24,0.64,-4.59,167.85,-15.98,1.82,-9.98,1.00,1.00
1.27,-1.50,-2.76,-0.28,9.42,166.72,12.51,0.03,2.82,-1.79,0.28,-1.18,0.71,-4.59,167.85,-15.60,1.53,-10.16,1.00,1.00
1.31,-1.51,-2.76,-0.42,9.45,166.67,12.54,0.18,2.56,-1.79,0.30,-1.12,0.93,-4.58,167.86,-15.33,1.33,-10.35,1.00,1.00
1.24,-1.50,-2.74,-0.68,9.45,166.65,12.54,0.28,2.54,-1.66,0.29,-1.09,1.43,-4.58,167.22,-15.31,1.44,-10.55,1.00,1.00
1.04,-1.45,-2.71,-1.10,9.44,166.65,12.52,0.25,2.72,-1.37,0.26,-1.07,1.90,-4.57,167.25,-15.61,1.97,-10.66,1.00,1.00
0.82,-1.38,-2.66,-1.24,9.43,166.66,12.39,0.16,2.64,-1.16,0.23,-1.03,1.62,-4.57,167.27,-15.94,2.40,-10.55,1.00,1.00
0.84,-1.39,-2.65,-1.09,9.47,166.64,11.94,0.20,2.09,-1.40,0.25,-0.98,0.93,-4.57,167.28,-15.69,2.10,-10.54,1.00,1.00
0.96,-1.43,-2.69,-1.16,9.54,166.59,11.96,0.29,1.91,-1.65,0.30,-0.98,0.88,-4.57,167.26,-15.18,1.21,-10.57,1.00,1.00
0.91,-1.42,-2.72,-1.34,9.57,166.56,12.49,0.29,2.41,-1.57,0.31,-1.08,1.91,-4.57,167.26,-14.98,1.09,-10.56,1.00,1.00
0.60,-1.33,-2.64,-1.68,9.54,166.60,12.76,0.12,3.38,-1.12,0.26,-1.19,2.93,-4.56,167.28,-15.63,1.89,-10.19,1.00,1.00
0.28,-1.23,-2.51,-1.66,9.48,166.66,12.14,-0.10,3.42,-0.83,0.21,-1.17,1.93,-4.55,167.29,-16.50,2.46,-9.58,1.00,1.00
0.48,-1.31,-2.47,-1.29,9.50,166.65,11.06,0.13,2.59,-1.48,0.27,-1.15,0.73,-4.56,167.30,-15.98,2.18,-9.71,1.00,1.00
0.65,-1.36,-2.50,-1.15,9.56,166.60,11.34,0.34,2.17,-1.68,0.31,-1.19,1.11,-4.56,167.29,-15.30,1.44,-9.82,1.00,1.00
0.67,-1.36,-2.50,-1.00,9.60,166.57,11.82,0.43,2.39,-1.57,0.32,-1.22,2.04,-4.56,167.28,-15.03,1.13,-9.69,1.00,1.00
0.47,-1.31,-2.43,-1.33,9.58,166.58,11.82,0.37,3.09,-1.14,0.28,-1.31,3.07,-4.54,167.28,-15.50,1.59,-9.43,1.00,1.00
0.22,-1.22,-2.35,-1.57,9.52,166.63,11.38,0.12,3.41,-0.57,0.20,-1.26,2.67,-4.53,167.29,-16.49,2.23,-9.05,1.00,1.00
0.35,-1.27,-2.34,-1.30,9.52,166.64,10.44,0.18,2.53,-0.98,0.24,-1.18,1.35,-4.54,167.31,-16.15,2.25,-9.36,1.00,1.00
0.50,-1.31,-2.41,-1.43,9.56,166.60,10.59,0.27,2.29,-1.16,0.27,-1.12,1.86,-4.54,167.31,-15.57,1.73,-9.76,1.00,1.00
0.43,-1.28,-2.45,-1.55,9.58,166.60,11.38,0.15,2.80,-0.88,0.25,-1.12,2.68,-4.54,167.30,-15.50,1.53,-9.72,1.00,1.00
0.30,-1.24,-2.42,-1.53,9.56,166.62,11.35,0.03,3.03,-0.67,0.22,-1.11,2.64,-4.53,167.30,-15.66,1.70,-9.58,1.00,1.00
0.33,-1.26,-2.40,-1.57,9.56,166.62,10.65,0.07,2.70,-0.82,0.23,-1.05,1.98,-4.54,167.31,-15.54,1.70,-9.81,1.00,1.00
0.38,-1.29,-2.45,-1.88,9.59,166.59,10.64,0.14,2.37,-0.94,0.26,-0.99,1.84,-4.54,167.31,-15.24,1.36,-10.16,1.00,1.00
0.27,-1.25,-2.49,-1.97,9.61,166.58,11.42,0.08,2.69,-0.87,0.26,-1.02,2.27,-4.54,167.29,-15.08,0.97,-9.99,1.00,1.00
0.28,-1.23,-2.45,-1.66,9.62,166.58,11.51,0.06,2.89,-0.86,0.25,-1.04,2.17,-4.53,167.29,-14.97,0.88,-9.77,1.00,1.00
0.35,-1.26,-2.41,-1.48,9.63,166.57,11.11,0.17,2.64,-1.09,0.27,-1.04,1.65,-4.54,167.29,-14.73,0.79,-9.87,1.00,1.00
